objectid;creationdate;species;dbh;treelatitude;treelongitude;centerlatitude;centerlongitude;comments;globalid;speed;traveldirection;compass;sourcetype;receivername;accuracyhorizontal;accuracyvertical;altitude;fixtype;correctionage;fixtime;editdate
263;11/23/2021 8:22;1;15;466918.9895498988;258434.8080488588;466918.4158150333;258434.8182679477;None;59c5b825-032f-43af-84cb-5d26c719676a;0.037425861;110.9104639;219.1396332;3;"R2; 5834S09961: ITC-GIP";0.455913753;0.8663207;90.46821365;4;3;11/23/2021 8:21;11/23/2021 8:22
264;11/23/2021 8:22;1;16;466917.94479901495;258429.58977831824;466918.2230272168;258429.58076592392;None;fb5b108c-a924-4e76-a4db-923457c58f54;0.088619611;56.28035526;240.5234528;3;"R2; 5834S09961: ITC-GIP";0.380762964;0.829173978;88.06757201;4;5;11/23/2021 8:22;11/23/2021 8:22
265;11/23/2021 8:23;1;10;466917.98859314044;258422.77629804105;466917.85607847944;258422.78098552185;None;a025fbb5-b4b7-4cba-8741-005f1f24d031;0.083678214;15.25493843;224.4893646;3;"R2; 5834S09961: ITC-GIP";0.276389648;0.856377146;87.24956561;4;3;11/23/2021 8:23;11/23/2021 8:23
266;11/23/2021 8:24;1;16;466918.41585091245;258417.1138958455;466917.5518321218;258417.1429861792;None;ae33d393-5dfd-42a5-86fa-152cdc53ebb8;0.030280004;110.0121554;233.0194244;3;"R2; 5834S09961: ITC-GIP";0.484485936;1.107517212;87.75158494;4;3;11/23/2021 8:24;11/23/2021 8:24
267;11/23/2021 8:25;1;11;466917.3894040281;258409.9990583639;466917.1667451411;258410.00675547114;None;2852a1e9-923b-4eda-bc5b-f7d636b5e55c;0.042005622;45.37947711;240.2861786;3;"R2; 5834S09961: ITC-GIP";0.319994006;0.568725983;88.26195138;4;4;11/23/2021 8:24;11/23/2021 8:25
268;11/23/2021 8:26;1;9;466917.77785842353;258405.24970725077;466916.83400658716;258405.2893311239;Veel zwammen in diepe kerf onderste 3 meter;e080fc05-73d9-488d-af64-0b8c9118ff4b;0.083780031;322.7074693;197.6901703;3;"R2; 5834S09961: ITC-GIP";0.53810317;0.549992984;87.54226107;4;3;11/23/2021 8:25;11/23/2021 8:26
269;11/23/2021 8:27;1;14;466917.8661829528;258398.22355064424;466916.30178777076;258398.28904515444;None;b1881db6-6ae7-4ee2-afd2-2b78af821876;0.07694274;317.5803524;95.39997101;3;"R2; 5834S09961: ITC-GIP";0.419149444;0.837228837;89.19586006;4;4;11/23/2021 8:27;11/23/2021 8:27
270;11/23/2021 8:28;1;13;466915.60859005054;258394.08249711382;466915.9808177857;258394.0672563308;None;74168b97-f768-4d69-9865-55989b8e0614;0.160241889;62.85573651;163.0686035;3;"R2; 5834S09961: ITC-GIP";0.781304142;0.698187431;86.23221786;4;3;11/23/2021 8:28;11/23/2021 8:28
271;11/23/2021 8:29;1;12;466914.020033462;258388.1389167346;466915.52536151727;258388.07645788055;None;0829c3e2-36a3-43a0-9001-3e7d9e712f84;0.048791859;184.5143057;222.4471588;3;"R2; 5834S09961: ITC-GIP";0.964690432;1.128378966;89.7776755;4;4;11/23/2021 8:29;11/23/2021 8:29
272;11/23/2021 8:30;1;16;466914.7184057075;258380.74497326015;466914.967221687;258380.73489038303;None;71fb508d-f2ca-49a3-a72d-2df2521d2f06;0.047270792;289.8481757;241.3321075;3;"R2; 5834S09961: ITC-GIP";0.717040382;0.614650764;90.3344105;4;4;11/23/2021 8:30;11/23/2021 8:30
273;11/23/2021 8:32;1;17;466917.6926988017;258372.39223805253;466914.34362277057;258372.5321270827;None;604c6d2a-5f0f-4537-9751-f209514c9697;0.056396295;106.4414376;208.668869;3;"R2; 5834S09961: ITC-GIP";2.096424012;2.271568584;95.28881653;4;3;11/23/2021 8:32;11/23/2021 8:32
